,company_name,company_year_founded,company_employees,company_hq,company_annual_revenue,industry,company_total_visits,company_bounce_rate,company_pages_per_visit,company_avg_visit_duration_in_seconds,company_3_month_ago,company_2_month_ago,company_1_month_ago,company_demographics_gender_female,company_demographics_gender_male,company_age_distribution_18_24,company_age_distribution_25_34,company_age_distribution_35_44
3454,DonaldsonCompany,1915,10001,UnitedStatesMinnesotaBloomington,1.0,HeavyIndustryandEngineering,792.1,38.26,4.47,330.0,796.6,691.4,792.1,35.19,64.81,19.33,30.00,20.05
3455,BHP,1851,10001,AustraliaMelbourne,1.0,HeavyIndustryandEngineering,772.9,42.44,7.52,349.0,918.7,856.0,772.9,42.96,57.04,17.18,31.55,21.11
3460,AZoMaterials,2000,200,UnitedKingdomLeatherhead,25.0,HeavyIndustryandEngineering,622.1,71.83,1.83,63.0,662.5,559.3,622.1,37.12,62.88,26.05,30.62,17.91
3461,PracticalMachinist,2002,50,UnitedStatesIllinoisSchaumburg,50.0,HeavyIndustryandEngineering,591.1,69.19,2.05,127.0,696.4,547.0,591.1,17.16,82.84,13.94,24.31,20.70
3462,HoffmannGroup,1919,5000,GermanyMunich,1.0,HeavyIndustryandEngineering,583.6,39.28,7.19,244.0,629.3,542.6,583.6,29.97,70.03,14.70,28.47,22.91
3463,TWILtd,1946,5000,UnitedKingdomCambridge,15.0,HeavyIndustryandEngineering,579.5,70.59,1.79,93.0,616.4,645.8,579.5,40.40,59.60,27.52,30.81,17.90
3466,AlfaLaval,1883,10001,SwedenLund,1.0,HeavyIndustryandEngineering,544.3,60.27,1.94,99.0,502.7,601.5,544.3,39.55,60.45,22.59,31.60,19.98
3469,AngloAmericanPlc,1917,10001,UnitedKingdomLondon,1.0,HeavyIndustryandEngineering,516.9,41.67,9.21,1665.0,467.7,508.3,516.9,49.45,50.55,22.86,33.41,19.59
3471,SandvikCoromant,1942,10000,SwedenSandviken,1.0,HeavyIndustryandEngineering,502.0,45.91,4.59,222.0,520.5,588.7,502.0,31.72,68.28,18.57,31.82,21.16
3472,HaasAutomationInc,1983,5000,UnitedStatesCaliforniaOxnard,500.0,HeavyIndustryandEngineering,471.8,51.77,4.91,267.0,810.4,568.6,471.8,27.27,72.73,18.73,27.28,21.00
3473,BarrickGoldCorp,1983,10001,CanadaToronto,1.0,HeavyIndustryandEngineering,469.5,38.65,6.22,243.0,431.1,452.3,469.5,39.95,60.05,20.86,30.21,19.54
3475,MillerElectricMfgCo,1929,5000,UnitedStatesWisconsinAppleton,500.0,HeavyIndustryandEngineering,465.5,56.93,2.85,153.0,553.4,472.2,465.5,20.47,79.53,14.29,22.16,18.73
3477,LincolnElectric,1895,10001,UnitedStatesOhioCleveland,1.0,HeavyIndustryandEngineering,447.3,52.22,3.78,170.0,426.6,405.7,447.3,27.65,72.35,17.05,25.94,19.95
3481,ChinaSteelCorp,1971,10001,TaiwanXiaogangDistrict,1.0,HeavyIndustryandEngineering,411.5,26.77,11.98,614.0,496.0,331.1,411.5,42.26,57.74,16.53,35.91,25.31
3483,Logintrade,2008,50,PolandWroclaw,5.0,HeavyIndustryandEngineering,383.1,48.11,3.93,198.0,439.7,331.4,383.1,48.39,51.61,17.52,31.61,19.44
3484,MetalSupermarketsIPInc,1985,500,CanadaMississauga,50.0,HeavyIndustryandEngineering,381.7,62.66,2.3,131.0,398.5,382.9,381.7,21.44,78.56,14.97,23.96,20.28
3485,ISCARLtd,1952,5000,IsraelTelAviv,200.0,HeavyIndustryandEngineering,360.6,36.04,7.61,365.0,284.6,208.2,360.6,28.28,71.72,17.34,27.02,20.46
3486,TNB,1949,10001,MalaysiaKualaLumpur,1.0,HeavyIndustryandEngineering,1.0,29.91,6.05,369.0,1.1,981.3,1.0,51.01,48.99,20.46,42.53,19.39
3487,EnvironmentalExpert,1999,5000,SpainMadrid,500.0,HeavyIndustryandEngineering,294.7,66.52,2.02,85.0,347.7,247.7,294.7,36.21,63.79,19.00,31.11,20.96
3488,TankDepot,1999,50,UnitedStatesTexasFortWorth,10.0,HeavyIndustryandEngineering,192.2,54.75,3.26,136.0,122.8,158.5,192.2,23.52,76.48,10.10,19.50,21.02
3489,Offshoremagazine,1954,50,UnitedStatesIllinoisNorthbrook,15.0,HeavyIndustryandEngineering,166.7,74.92,1.38,46.0,149.7,365.5,166.7,38.04,61.96,19.07,30.22,20.22
3491,NetsolWater,2012,50,IndiaNoida,15.0,HeavyIndustryandEngineering,139.0,77.22,1.31,95.0,145.9,157.0,139.0,43.23,56.77,28.61,31.61,17.02
3494,SepticSolutions,1989,500,UnitedStatesIllinoisDieterich,100.0,HeavyIndustryandEngineering,90.6,54.57,2.74,231.0,61.0,68.6,90.6,26.54,73.46,12.18,19.43,18.82
3495,CleanWaterStore,1970,50,UnitedStatesCaliforniaSantaCruz,2.0,HeavyIndustryandEngineering,87.9,66.70,1.78,103.0,147.9,63.3,87.9,31.81,68.19,12.10,19.47,17.97
3500,AQONPure,2018,50,GermanyBensheim,5.0,HeavyIndustryandEngineering,54.6,73.79,1.47,44.0,69.4,81.7,54.6,31.55,68.45,14.00,22.20,20.74
3501,AquaScience,1985,200,UnitedStatesRhodeIslandWyoming,50.0,HeavyIndustryandEngineering,53.8,64.48,1.85,141.0,62.1,44.8,53.8,25.14,74.86,12.57,18.56,18.42
3503,RainHarvestSystems,2007,50,UnitedStatesGeorgiaCumming,5.0,HeavyIndustryandEngineering,51.3,66.86,2.92,158.0,39.6,52.2,51.3,28.86,71.14,11.64,19.48,17.85
3508,EfficiencyVermont,2000,50,UnitedStatesVermontWinooski,50.0,HeavyIndustryandEngineering,41.2,47.66,3.39,267.0,86.0,52.2,41.2,45.67,54.33,12.21,19.98,17.74
3515,RGF,1985,50,UnitedStatesFloridaRivieraBeach,25.0,HeavyIndustryandEngineering,31.6,56.34,1.83,119.0,34.5,43.2,31.6,40.67,59.33,13.56,22.47,19.51
3531,AlamFloraSdnBhd,1995,200,MalaysiaShahAlam,10.0,HeavyIndustryandEngineering,23.0,36.53,6.28,376.0,24.5,10.3,23.0,50.48,49.52,24.60,41.49,17.96
3533,ShutterstockInc,2003,5000,UnitedStatesNewYorkNewYork,1.0,HobbiesandLeisure,62.7,45.51,4.66,278.0,66.5,61.2,62.7,46.01,53.99,25.37,35.00,18.65
3534,FlickrInc,2004,1000,UnitedStatesCaliforniaSanFrancisco,200.0,HobbiesandLeisure,54.2,43.82,11.6,354.0,55.5,53.3,54.2,39.80,60.20,19.82,27.69,18.59
3535,iStockphotoLP,2000,200,CanadaCalgary,25.0,HobbiesandLeisure,44.9,48.42,3.87,177.0,43.4,41.5,44.9,48.07,51.93,25.49,33.30,18.70
3536,AncestrycomLLC,1983,5000,UnitedStatesUtahLehi,1.0,HobbiesandLeisure,44.8,34.64,26.31,839.0,50.7,44.9,44.8,52.23,47.77,12.46,16.24,14.30
3537,PixabayGmbH,2010,50,GermanyBerlin,15.0,HobbiesandLeisure,36.6,40.34,6.18,304.0,39.3,35.8,36.6,44.01,55.99,28.08,34.70,18.26
3538,PexelsGmbH,2014,50,GermanyFuldabrck,5.0,HobbiesandLeisure,34.9,34.93,6.68,355.0,38.2,35.3,34.9,43.26,56.74,29.11,36.02,17.63
3539,UnsplashInc,2013,50,CanadaMontreal,5.0,HobbiesandLeisure,31.2,38.27,5.48,269.0,34.9,31.3,31.2,45.06,54.94,27.03,36.32,18.35
3540,DreamstimeLLC,2000,200,UnitedStatesTennesseeBrentwood,50.0,HobbiesandLeisure,30.1,65.80,2.84,113.0,29.5,27.5,30.1,49.52,50.48,24.61,31.55,18.63
3542,FamilySearch,1894,5000,UnitedStatesUtahSaltLakeCity,500.0,HobbiesandLeisure,23.6,25.41,22.72,879.0,27.3,21.6,23.6,50.95,49.05,15.16,20.54,16.36
3543,DerStandard,1988,500,AustriaVienna,25.0,HobbiesandLeisure,19.7,44.97,3.52,286.0,20.2,18.6,19.7,40.26,59.74,17.79,27.01,19.50
3544,AlamyLtd,1999,500,UnitedKingdomAbingdon,50.0,HobbiesandLeisure,19.4,64.17,2.23,99.0,20.2,18.1,19.4,44.42,55.58,21.35,28.14,17.64
3546,123RFLimited,2005,500,SingaporeSingapore,25.0,HobbiesandLeisure,17.4,57.36,2.58,132.0,15.9,15.6,17.4,49.63,50.37,25.33,31.59,18.68
3547,AllTrailsLLC,2010,200,UnitedStatesCaliforniaSanFrancisco,25.0,HobbiesandLeisure,16.7,48.00,8.39,207.0,12.5,14.4,16.7,46.58,53.42,15.51,28.15,20.10
3548,GettyImagesInc,1995,5000,UnitedStatesWashingtonSeattle,1.0,HobbiesandLeisure,16.2,45.61,5.67,245.0,17.1,15.5,16.2,44.20,55.80,18.59,27.49,17.85
3549,Fotor,2009,200,ChinaChengdu,25.0,HobbiesandLeisure,15.5,32.70,3.61,194.0,13.3,14.2,15.5,41.74,58.26,33.45,34.15,16.02
3550,DepositphotosInc,2009,500,UnitedStatesNewYorkNewYork,50.0,HobbiesandLeisure,15.5,58.22,4.09,178.0,16.8,15.5,15.5,48.37,51.63,24.47,33.03,18.89
3551,HobbyLobby,1972,10001,UnitedStatesOklahomaOklahomaCity,1.0,HobbiesandLeisure,14.6,46.37,4.75,181.0,15.8,13.2,14.6,69.41,30.59,13.17,17.17,16.59
3553,RavelryLLC,2007,50,UnitedStatesMassachusettsBoston,50.0,HobbiesandLeisure,12.9,37.04,10.09,399.0,14.4,12.8,12.9,72.04,27.96,15.68,22.55,16.00
3554,MyHeritageLtd,2003,1000,IsraelOrYehuda,200.0,HobbiesandLeisure,12.7,45.29,9.74,367.0,13.1,12.1,12.7,48.79,51.21,13.51,21.52,15.87
3556,CabelasLLC,1961,10001,UnitedStatesNebraskaSidney,1.0,HobbiesandLeisure,12.0,52.40,4.2,199.0,13.1,11.8,12.0,23.21,76.79,12.14,20.58,17.21
3558,FreepikCompanySL,2010,5000,SpainMalaga,75.0,HobbiesandLeisure,9.7,51.74,1.88,56.0,8.9,8.5,9.7,46.17,53.83,30.00,36.81,17.11
3559,Geneanet,1996,50,FranceParis,5.0,HobbiesandLeisure,9.5,37.09,15.9,731.0,10.5,9.6,9.5,50.19,49.81,16.69,21.66,17.40
3561,ArtnetAG,1989,200,GermanyBerlin,25.0,HobbiesandLeisure,8.9,62.85,1.9,79.0,9.6,7.0,8.9,48.44,51.56,19.12,27.37,17.64
3562,CreativeFabrica,2016,50,NetherlandsAmsterdam,5.0,HobbiesandLeisure,8.0,42.73,13.04,408.0,8.8,8.1,8.0,49.20,50.80,23.76,34.60,19.74
3563,SkillshareInc,2010,1000,UnitedStatesNewYorkNewYork,100.0,HobbiesandLeisure,7.6,50.64,3.61,209.0,8.2,7.6,7.6,42.79,57.21,29.08,34.71,17.39
3564,PicsartInc,2011,5000,UnitedStatesCaliforniaSanFrancisco,200.0,HobbiesandLeisure,7.6,46.24,4.62,209.0,6.3,6.6,7.6,42.58,57.42,35.32,31.69,15.35
3565,SmugMugInc,2002,200,UnitedStatesCaliforniaMountainView,75.0,HobbiesandLeisure,7.3,34.14,27.26,374.0,6.8,6.3,7.3,48.25,51.75,18.61,27.22,19.90
3566,PosterMyWall,2010,50,UnitedStatesCaliforniaSanMateo,5.0,HobbiesandLeisure,7.1,34.37,6.21,565.0,7.2,6.7,7.1,48.76,51.24,28.28,33.16,17.97
3567,23andMeInc,2006,1000,UnitedStatesCaliforniaSouthSanFrancisco,500.0,HobbiesandLeisure,6.9,28.91,7.08,297.0,7.9,6.8,6.9,51.76,48.24,13.98,22.08,16.84
3568,dpreview,1998,50,AustraliaRoselands,5.0,HobbiesandLeisure,6.2,53.62,4.41,176.0,7.7,6.3,6.2,26.48,73.52,17.21,29.91,21.31
3571,OutdooractiveGmbH,1994,50,GermanyImmenstadt,15.0,HobbiesandLeisure,5.6,49.43,5.68,236.0,4.0,4.9,5.6,41.53,58.47,14.70,23.67,19.82
3572,WorthPointCorporation,2007,50,UnitedStatesGeorgiaAtlanta,25.0,HobbiesandLeisure,3.8,72.51,0.02,1.0,5.1,3.9,3.8,32.31,67.69,13.82,20.12,17.01
3573,Geocaching,2000,200,UnitedStatesWashingtonSeattle,15.0,HobbiesandLeisure,5.3,28.84,21.18,682.0,4.7,5.0,5.3,41.26,58.74,16.67,25.20,20.33
3574,GeniInc,2006,50,UnitedStatesCaliforniaSantaMonica,5.0,HobbiesandLeisure,4.5,44.89,7.99,436.0,4.6,4.4,4.5,49.81,50.19,13.23,21.23,16.80
3575,WikiTree,2008,50,UnitedStatesNewYorkKatonah,2.0,HobbiesandLeisure,2.7,38.68,11.62,744.0,2.8,2.5,2.7,51.05,48.95,13.11,19.29,14.94
3576,FindmypastLimited,1965,200,UnitedKingdomLondon,25.0,HobbiesandLeisure,1.5,30.12,16.4,762.0,1.7,1.5,1.5,44.69,55.31,12.07,16.94,14.35
3577,FamilyTreeDNA,1999,50,UnitedStatesTexasHouston,25.0,HobbiesandLeisure,1.4,31.84,10.39,362.0,1.4,1.5,1.4,47.31,52.69,13.75,20.87,16.20
3585,GenealogyBank,2006,50,UnitedStatesFloridaNaples,10.0,HobbiesandLeisure,815.5,41.78,5.21,252.0,986.5,844.2,815.5,54.87,45.13,11.40,15.26,13.54
3587,AncientFaces,2000,10,UnitedStatesCaliforniaSantaClara,2.0,HobbiesandLeisure,771.9,65.18,2.31,76.0,905.1,749.3,771.9,49.25,50.75,12.54,18.61,15.52
3599,Fold3,1999,50,UnitedStatesUtahLindon,5.0,HobbiesandLeisure,462.4,42.17,14.62,338.0,439.3,476.2,462.4,50.22,49.78,11.60,15.70,13.72
3602,APMEXInc,2000,200,UnitedStatesOklahomaOklahomaCity,500.0,HobbiesandLeisure,4.3,51.85,3.78,195.0,4.6,4.9,4.3,22.49,77.51,10.07,17.65,15.72
3603,Brickset,1997,50,UnitedKingdomWhiteley,5.0,HobbiesandLeisure,3.7,49.84,4.16,193.0,3.7,3.4,3.7,26.74,73.26,26.89,29.66,19.00
3604,JMBullion,2011,200,UnitedStatesTexasDallas,1.0,HobbiesandLeisure,3.4,54.71,3.76,150.0,3.8,3.9,3.4,21.86,78.14,10.30,16.65,15.88
3606,ProfessionalSportsAuthenticator,1991,50,UnitedStatesCaliforniaSantaAna,10.0,HobbiesandLeisure,2.5,43.04,4.12,259.0,2.3,2.1,2.5,19.16,80.84,21.61,26.78,20.31
3607,SDBullionInc,2012,50,UnitedStatesOhioToledo,500.0,HobbiesandLeisure,2.5,56.63,4.01,213.0,2.9,2.4,2.5,17.91,82.09,10.59,15.90,14.36
3608,MutualArt,2008,200,UnitedKingdomGreaterLondon,50.0,HobbiesandLeisure,1.9,52.75,3.24,90.0,1.8,1.8,1.9,49.14,50.86,16.60,23.83,16.76
3611,COMC,2005,200,UnitedStatesWashingtonRedmond,25.0,HobbiesandLeisure,1.6,30.16,8.83,466.0,1.7,1.4,1.6,21.68,78.32,17.51,24.89,21.79
3613,TheRoyalMintLimited,1968,1000,UnitedKingdomPontyclun,1.0,HobbiesandLeisure,1.4,46.91,4.77,193.0,1.4,1.5,1.4,33.80,66.20,12.72,22.29,18.89
3614,Collectors,1986,5000,UnitedStatesCaliforniaSantaAna,500.0,HobbiesandLeisure,1.3,64.37,2.54,100.0,1.4,1.3,1.3,21.90,78.10,18.33,24.54,20.58
3615,ProfessionalCoinGradingService,1986,500,UnitedStatesCaliforniaNewportBeach,25.0,HobbiesandLeisure,1.3,47.46,3.43,268.0,1.5,1.4,1.3,21.28,78.72,12.22,17.84,15.82
3617,RubyLaneInc,1998,50,UnitedStatesCaliforniaSanFrancisco,10.0,HobbiesandLeisure,1.1,43.23,6.41,424.0,1.2,1.1,1.1,53.81,46.19,11.84,19.39,16.64
3618,hobbyDBCorp,2013,50,UnitedStatesColoradoBoulder,2.0,HobbiesandLeisure,1.1,52.83,6.03,201.0,1.2,1.3,1.1,28.62,71.38,25.11,29.72,19.31
3620,PaniniAmerica,1960,200,UnitedStatesTexasIrving,200.0,HobbiesandLeisure,996.6,41.68,6.66,259.0,1.0,1.1,996.6,22.48,77.52,17.13,25.95,22.17
3633,BullionByPost,2008,50,UnitedKingdomBirmingham,5.0,HobbiesandLeisure,623.8,54.50,2.93,83.0,672.3,614.0,623.8,38.49,61.51,17.89,29.08,21.17
3634,LittletonCoin,1945,500,UnitedStatesNewHampshireLittleton,50.0,HobbiesandLeisure,580.2,60.45,4.3,179.0,679.7,744.7,580.2,27.04,72.96,10.26,14.73,13.86
3636,VIPArtFair,2010,50,UnitedStatesNewYorkNewYorkCity,5.0,HobbiesandLeisure,560.1,58.52,2.13,119.0,406.0,615.3,560.1,35.07,64.93,13.91,19.04,16.26
3637,CollectorsWeeklycom,2007,10,UnitedStatesNorthCarolinaMontreat,2.0,HobbiesandLeisure,547.0,67.05,2.26,96.0,877.7,648.2,547.0,45.44,54.56,14.04,21.02,16.61
3640,ThePerthMint,1899,500,AustraliaEastPerth,1.0,HobbiesandLeisure,519.2,37.12,3.12,166.0,506.1,520.0,519.2,36.30,63.70,12.44,24.64,19.99
3647,JUKE,2016,50,Netherlands,2.0,HobbiesandLeisure,473.9,58.85,1.82,119.0,414.7,407.1,473.9,46.94,53.06,16.10,21.19,18.72
3648,ReserveAmericaInc,1984,1000,UnitedStatesTexasDallas,50.0,HobbiesandLeisure,5.0,31.74,9.04,395.0,3.3,3.4,5.0,49.11,50.89,13.09,22.92,20.00
3649,OUTSIDEONLINELTD,1977,200,UnitedKingdomSantaFe,2.0,HobbiesandLeisure,4.7,67.73,1.74,76.0,4.7,3.4,4.7,41.75,58.25,16.16,26.96,19.59
3650,OutdoorLife,1898,50,UnitedStatesFloridaWinterPark,10.0,HobbiesandLeisure,4.0,82.72,1.48,47.0,3.5,4.2,4.0,23.79,76.21,13.59,21.83,18.18
3652,HipcampInc,2013,50,UnitedStatesCaliforniaSanFrancisco,25.0,HobbiesandLeisure,3.2,42.20,6.98,269.0,1.9,2.5,3.2,49.87,50.13,14.82,27.60,20.54
3653,KOA,1962,500,UnitedStatesMontanaBillings,1.0,HobbiesandLeisure,2.9,44.16,4.27,263.0,2.2,2.3,2.9,47.21,52.79,12.73,20.92,19.60
3654,GearJunkieLLC,2002,50,UnitedStatesMinnesotaMinneapolis,10.0,HobbiesandLeisure,2.9,67.04,1.82,79.0,3.1,3.0,2.9,32.45,67.55,15.35,26.07,20.25
3655,Arcteryx,1989,5000,CanadaVancouver,500.0,HobbiesandLeisure,2.9,39.72,5.29,187.0,3.7,3.3,2.9,41.87,58.13,20.42,31.28,20.24
3656,Scouting,1910,5000,UnitedStatesVirginiaChesapeake,500.0,HobbiesandLeisure,2.8,41.31,7.54,366.0,2.6,2.6,2.8,46.99,53.01,19.07,23.01,21.01
3657,Campspot,2015,200,UnitedStatesMichiganGrandRapids,25.0,HobbiesandLeisure,2.8,33.50,6.15,244.0,2.0,2.3,2.8,47.56,52.44,11.83,21.02,19.36
3658,PADI,2018,500,UnitedStatesCaliforniaRanchoSantaMargarita,100.0,HobbiesandLeisure,2.6,49.46,4.8,219.0,2.5,2.3,2.6,43.96,56.04,20.08,31.77,19.73
3660,RVTravel,2001,200,UnitedStatesWashingtonEdmonds,15.0,HobbiesandLeisure,2.4,65.37,1.82,153.0,1.5,2.0,2.4,28.17,71.83,9.85,19.41,17.34
3661,SwitchbackTravel,2011,10,UnitedStatesWashingtonSeattle,2.0,HobbiesandLeisure,2.2,71.97,1.69,86.0,2.3,2.0,2.2,37.01,62.99,15.43,28.80,21.31
3662,TheTrek,2008,50,UnitedStates,5.0,HobbiesandLeisure,2.0,61.80,2.01,115.0,1.5,1.8,2.0,41.70,58.30,14.58,25.67,19.78
3663,Guatemala,2015,200,GuatemalaGuatemalaCity,2.0,HobbiesandLeisure,1.9,63.34,2.06,168.0,1.7,1.8,1.9,56.80,43.20,33.48,30.06,16.75
3666,TheDyrt,2013,50,UnitedStatesOregonPortland,5.0,HobbiesandLeisure,1.8,53.39,3.12,176.0,1.0,1.3,1.8,44.30,55.70,14.03,24.83,19.34
3667,Campings,2008,200,SpainBarcelona,15.0,HobbiesandLeisure,1.7,40.79,6.19,310.0,1.5,1.7,1.7,54.53,45.47,15.44,20.30,19.58
3669,onxMaps,2009,200,UnitedStatesMontanaMissoula,25.0,HobbiesandLeisure,1.6,46.57,32.82,283.0,1.3,1.3,1.6,20.56,79.44,11.58,21.32,19.67
3673,BLMCamp,1946,10001,UnitedStatesColoradoGrandJunction,15.0,HobbiesandLeisure,1.3,57.14,3.27,170.0,1.3,1.3,1.3,43.95,56.05,13.38,23.10,19.35
3674,Campsites,2003,500,UnitedKingdomHaywardsHeath,75.0,HobbiesandLeisure,1.3,40.92,4.01,274.0,914.5,931.0,1.3,43.28,56.72,11.14,20.40,18.62
3675,GirlScouts,1912,500,UnitedStatesConnecticutHartford,75.0,HobbiesandLeisure,1.3,42.77,4.82,228.0,7.1,2.4,1.3,66.44,33.56,22.43,26.04,17.36
3676,TakeMeFishing,1998,500,UnitedStatesVirginiaAlexandria,5.0,HobbiesandLeisure,1.2,56.62,2.24,110.0,683.1,1.0,1.2,32.78,67.22,15.79,22.25,17.47
3677,RVUSA,1995,50,UnitedStatesFloridaOcala,5.0,HobbiesandLeisure,1.2,59.96,3.07,192.0,1.0,945.1,1.2,27.99,72.01,10.10,16.22,18.51
3678,CampManager,2006,50,UnitedKingdomBelfast,5.0,HobbiesandLeisure,1.2,37.72,4.77,447.0,590.5,916.5,1.2,40.45,59.55,11.29,19.82,19.02
3680,BackpackerMagazine,1973,50,UnitedStatesColoradoBoulder,5.0,HobbiesandLeisure,1.1,63.36,1.98,75.0,1.2,933.9,1.1,40.13,59.87,14.79,25.22,18.51
3682,JohnsonOutdoorsInc,1970,5000,UnitedStatesWisconsinRacine,1.0,HobbiesandLeisure,1.1,52.94,3.35,194.0,949.0,941.1,1.1,29.89,70.11,12.49,22.19,19.26
3683,GaiaGPS,2008,50,UnitedStatesCaliforniaBerkeley,5.0,HobbiesandLeisure,1.0,39.24,35.34,428.0,708.8,776.3,1.0,31.51,68.49,13.17,25.76,21.02
3686,GoodSam,1966,500,UnitedStatesColoradoEnglewood,1.0,HobbiesandLeisure,987.1,42.52,4.46,313.0,913.1,984.3,987.1,35.81,64.19,9.07,15.10,18.15
3688,Pecheur,2000,50,FranceGannat,5.0,HobbiesandLeisure,958.3,41.20,7.95,344.0,873.9,843.6,958.3,33.61,66.39,14.77,21.72,20.59
3693,LoveCrafts,2010,200,UnitedKingdomLondon,50.0,HobbiesandLeisure,2.5,44.70,5.83,246.0,3.0,2.7,2.5,73.83,26.17,16.73,20.76,16.26
3695,MissouriStarQuiltCompanyLLC,2008,500,UnitedStatesMissouriHamilton,50.0,HobbiesandLeisure,2.2,41.34,5.77,291.0,2.2,2.0,2.2,74.58,25.42,10.40,14.98,13.91
3700,Scrapbook,2001,200,UnitedStatesArizonaGilbert,25.0,HobbiesandLeisure,1.4,47.05,5.76,310.0,1.3,1.2,1.4,74.84,25.16,13.19,20.10,16.99
3701,Craftsy,2011,500,UnitedStatesMinnesotaPlymouth,50.0,HobbiesandLeisure,1.4,62.15,2.63,90.0,2.2,1.5,1.4,66.20,33.80,15.28,20.97,15.92
3707,Hobbii,2015,50,DenmarkRdovre,5.0,HobbiesandLeisure,1.1,40.65,7.04,237.0,1.3,1.2,1.1,74.13,25.87,17.62,21.71,16.70
3710,LionBrand247CottonYarn,1878,200,UnitedStatesNewJerseyCarlstadt,100.0,HobbiesandLeisure,920.8,35.36,6.89,303.0,1.2,940.0,920.8,78.27,21.73,14.86,19.80,15.36
3715,FineWoodworking,1975,200,UnitedStatesNewJerseyWestwood,25.0,HobbiesandLeisure,810.9,70.71,2.07,81.0,852.2,780.7,810.9,23.03,76.97,10.87,18.14,18.09
3720,CrayolaLLC,1885,5000,UnitedStatesPennsylvaniaEaston,500.0,HobbiesandLeisure,761.1,42.40,5.29,124.0,854.4,718.5,761.1,65.07,34.93,18.59,26.18,21.51
3722,Corjl,2017,50,UnitedStatesArizonaPhoenix,5.0,HobbiesandLeisure,721.3,34.26,3.41,286.0,588.8,684.5,721.3,72.09,27.91,16.18,28.25,20.00
3723,Musely,2013,200,UnitedStatesCaliforniaSantaClara,25.0,HobbiesandLeisure,674.1,47.20,3.89,102.0,919.2,777.4,674.1,67.19,32.81,15.21,26.39,17.89
3729,Celebrationscom,2008,50,UnitedStatesIllinoisRoundLakeBeach,25.0,HobbiesandLeisure,572.0,41.24,2.12,68.0,232.1,262.7,572.0,59.83,40.17,11.70,21.32,17.76
3730,Osinka,2001,50,Russia,5.0,HobbiesandLeisure,553.0,40.31,6.39,394.0,813.5,616.4,553.0,68.10,31.90,14.86,28.72,18.66
3743,Scalemates,2011,50,UnitedKingdomPoole,10.0,HobbiesandLeisure,1.7,39.13,5.25,239.0,1.8,1.7,1.7,26.27,73.73,17.34,25.88,19.41
3748,HobbyKing,2002,500,UnitedStatesCaliforniaSantaAna,50.0,HobbiesandLeisure,326.6,46.68,3.0,352.0,366.8,336.0,326.6,24.40,75.60,15.87,26.53,21.73
3750,Carmodelsrl,1998,50,ItalyPineto,5.0,HobbiesandLeisure,614.8,41.28,4.93,279.0,633.2,595.5,614.8,32.49,67.51,16.77,26.41,20.60
3752,GetFPV,2012,50,UnitedStatesFloridaSarasota,25.0,HobbiesandLeisure,581.3,58.10,3.83,181.0,592.1,605.4,581.3,21.49,78.51,19.42,29.19,21.97
3755,Mrklin,1859,200,GermanyGoppingen,25.0,HobbiesandLeisure,419.4,45.32,4.07,243.0,411.4,428.3,419.4,30.91,69.09,15.65,23.39,19.97
3768,FliteTest,2010,10,UnitedStatesOhioMinerva,2.0,HobbiesandLeisure,289.2,52.84,5.06,217.0,266.5,348.1,289.2,25.00,75.00,21.13,26.11,19.65
3773,Eduard,1989,200,CzechRepublicObrnice,10.0,HobbiesandLeisure,241.0,37.48,7.62,405.0,194.8,213.3,241.0,36.98,63.02,17.34,25.82,20.87
3779,Scalemodelsru,2005,50,Russia,5.0,HobbiesandLeisure,191.8,36.57,6.94,194.0,251.4,207.7,191.8,32.96,67.04,15.87,36.16,21.10
3781,500pxInc,2009,50,CanadaToronto,15.0,HobbiesandLeisure,4.9,44.61,9.55,240.0,5.3,4.9,4.9,39.25,60.75,25.97,31.95,18.32
3782,Wondershare,2003,1000,CanadaBurnaby,200.0,HobbiesandLeisure,4.9,70.19,1.82,96.0,4.7,4.5,4.9,36.79,63.21,27.50,32.88,19.26
3785,Fujifilm,1934,10001,UnitedStatesMassachusettsLexington,1.0,HobbiesandLeisure,4.5,49.64,3.61,212.0,4.7,4.2,4.5,33.01,66.99,13.48,33.19,24.52
3786,OmroepGelderland,1985,200,NetherlandsArnhem,25.0,HobbiesandLeisure,4.4,65.43,1.78,118.0,5.0,3.8,4.4,46.82,53.18,11.73,20.54,19.27
3788,BeFunkyInc,2007,50,UnitedStatesOregonPortland,5.0,HobbiesandLeisure,4.3,40.22,2.29,186.0,4.4,4.2,4.3,44.84,55.16,32.67,32.33,16.59
3793,IKEA,1943,10001,NetherlandsHaarlem,1.0,HomeandGarden,174.9,39.44,7.0,336.0,193.6,180.3,174.9,52.10,47.90,16.82,29.05,21.66
3794,Lowes,1946,10001,UnitedStatesNorthCarolinaMooresville,1.0,HomeandGarden,143.8,38.52,4.68,264.0,110.1,125.4,143.8,42.42,57.58,10.79,19.14,18.82
3795,GoodHousekeepingInc,1885,500,UnitedStatesNewYorkNewYork,50.0,HomeandGarden,60.4,75.63,1.8,67.0,54.0,53.9,60.4,59.90,40.10,17.13,26.25,17.56
3797,HGTV,1994,5000,UnitedStatesNewYorkNewYork,500.0,HomeandGarden,40.2,27.32,2.74,118.0,15.3,23.4,40.2,60.38,39.62,10.50,18.35,15.70
